"getMessages","23.73,6.12","2804","72070","2018-05-12 21:56:27.812606"
"getMessages","27.36,32.62","4415","48132","2018-05-12 21:56:27.862960"
"getHot","8.62,29.23","5347","48498","2018-05-12 21:56:27.913294"
"getMessages","13.41,24.16","3311","75796","2018-05-12 21:56:27.963669"
"postComment","7.31,11.46","2398","26711","2018-05-12 21:56:28.013992"
"getFeed","9.13,29.84","5256","1540","2018-05-12 21:56:28.064311"
"postMessage","15.72,24.48","2741","59783","2018-05-12 21:56:28.114632"
"postMessage","21.16,5.24","3320","24252","2018-05-12 21:56:28.165000"
"postComment","8.03,12.61","7944","1205","2018-05-12 21:56:28.215341"
"getMessages","7.19,7.96","5683","30615","2018-05-12 21:56:28.265654"
"getFeed","4.28,9.90","8111","4453","2018-05-12 21:56:28.315965"
"getComments","25.23,23.25","1218","44863","2018-05-12 21:56:28.366292"
"getFeed","27.90,16.35","7951","94343","2018-05-12 21:56:28.416613"
"getMessages","29.22,18.55","608","93971","2018-05-12 21:56:28.466923"
"getMessages","15.66,21.06","6425","52078","2018-05-12 21:56:28.517303"
"getMessages","20.06,14.67","9833","24680","2018-05-12 21:56:28.567664"
"postMessage","17.52,32.70","7901","34523","2018-05-12 21:56:28.618029"
"getMessages","18.05,20.42","5682","17382","2018-05-12 21:56:28.668361"
"postComment","2.61,9.12","9884","97363","2018-05-12 21:56:28.718683"
"getFeed","18.33,6.45","1273","5736","2018-05-12 21:56:28.769038"
"getHot","18.40,8.57","8870","48922","2018-05-12 21:56:28.819352"
"getMessages","7.95,13.20","8184","21143","2018-05-12 21:56:28.869700"
"getMessages","8.27,22.70","1309","10344","2018-05-12 21:56:28.920053"
"getFeed","23.98,25.57","122","77466","2018-05-12 21:56:28.970396"
"getHot","6.17,9.79","8873","26203","2018-05-12 21:56:29.020740"
"getMessages","8.97,17.62","8323","86268","2018-05-12 21:56:29.071078"
"getMessages","24.45,8.39","114","49602","2018-05-12 21:56:29.121419"
"postComment","3.51,32.01","5985","37289","2018-05-12 21:56:29.171733"
"getComments","21.11,24.88","9293","39488","2018-05-12 21:56:29.222045"
"getComments","20.66,13.16","8514","46281","2018-05-12 21:56:29.272440"
"getMessages","31.72,26.87","3059","66325","2018-05-12 21:56:29.322770"
"postMessage","14.11,12.75","1494","89911","2018-05-12 21:56:29.373079"
"postMessage","8.71,17.10","6000","16299","2018-05-12 21:56:29.423458"
"postMessage","13.64,29.37","2328","71443","2018-05-12 21:56:29.473875"
"postMessage","15.12,22.89","6368","70936","2018-05-12 21:56:29.524244"
"getFeed","5.93,3.43","9861","86645","2018-05-12 21:56:29.574568"
"getMessages","7.33,29.78","6614","85959","2018-05-12 21:56:29.624891"
"getHot","10.04,6.35","6697","13155","2018-05-12 21:56:29.675270"
"getMessages","3.13,18.55","2821","39622","2018-05-12 21:56:29.725601"
"getMessages","9.77,20.45","5817","95160","2018-05-12 21:56:29.775949"
"getFeed","31.50,2.57","4374","34688","2018-05-12 21:56:29.826299"
"getMessages","13.29,23.36","9117","65054","2018-05-12 21:56:29.876664"
"postMessage","17.21,1.28","5211","42007","2018-05-12 21:56:29.927015"
"postComment","17.90,9.99","5512","14897","2018-05-12 21:56:29.977360"
"getFeed","3.79,2.11","4877","83711","2018-05-12 21:56:30.027718"
"getMessages","25.75,29.56","3876","37758","2018-05-12 21:56:30.078042"
"postMessage","22.08,21.22","9069","77514","2018-05-12 21:56:30.128320"
"getComments","21.21,9.80","1748","72823","2018-05-12 21:56:30.178743"
"postMessage","25.14,32.49","7315","19558","2018-05-12 21:56:30.229021"
"getComments","23.50,1.82","8986","2411","2018-05-12 21:56:30.279383"
"getMessages","10.47,12.88","6481","28531","2018-05-12 21:56:30.329683"
"postComment","8.85,9.72","4431","40034","2018-05-12 21:56:30.380039"
"getMessages","5.51,18.37","3429","43079","2018-05-12 21:56:30.430332"
"getFeed","6.54,13.25","5768","41460","2018-05-12 21:56:30.480721"
"getFeed","3.81,7.89","3753","64716","2018-05-12 21:56:30.531033"
"postMessage","17.16,19.68","3420","31570","2018-05-12 21:56:30.581360"
"postMessage","21.08,9.45","95","32149","2018-05-12 21:56:30.631767"
"postMessage","12.22,22.47","7911","63847","2018-05-12 21:56:30.682155"
"postMessage","2.29,30.10","1171","28210","2018-05-12 21:56:30.732522"
"postMessage","14.87,11.49","1566","71511","2018-05-12 21:56:30.782924"
"getMessages","2.79,8.28","4089","71074","2018-05-12 21:56:30.833221"
"getMessages","20.10,30.31","4437","92275","2018-05-12 21:56:30.883612"
"getComments","23.51,20.88","3106","51142","2018-05-12 21:56:30.933976"
"getMessages","21.59,6.28","8499","46097","2018-05-12 21:56:30.984359"
"getMessages","20.75,29.25","8822","8205","2018-05-12 21:56:31.034764"
"getMessages","28.95,23.71","446","74851","2018-05-12 21:56:31.085098"
"getMessages","32.80,12.41","3888","52321","2018-05-12 21:56:31.135617"
"getMessages","29.90,7.50","7038","67392","2018-05-12 21:56:31.185980"
"getHot","12.99,32.18","4648","91411","2018-05-12 21:56:31.236312"
"getMessages","28.09,15.98","2056","92341","2018-05-12 21:56:31.286633"
"getComments","8.29,22.42","7810","25294","2018-05-12 21:56:31.336949"
"getComments","18.86,27.58","9659","10321","2018-05-12 21:56:31.387262"
"getHot","6.38,14.04","4132","52629","2018-05-12 21:56:31.437580"
"postMessage","2.25,24.27","9225","20756","2018-05-12 21:56:31.487896"
"getMessages","18.03,21.76","6972","39140","2018-05-12 21:56:31.538227"
"getMessages","27.11,29.14","9591","17805","2018-05-12 21:56:31.588590"
"getComments","19.52,15.93","145","67068","2018-05-12 21:56:31.638926"
"getMessages","26.71,6.08","1429","53346","2018-05-12 21:56:31.689243"
"postMessage","24.95,13.62","3526","57656","2018-05-12 21:56:31.739589"
"postMessage","5.80,17.89","7956","65811","2018-05-12 21:56:31.789986"
"getMessages","24.25,32.23","9766","21450","2018-05-12 21:56:31.840309"
"getComments","13.37,11.88","4717","13546","2018-05-12 21:56:31.890695"
"getMessages","30.55,23.64","9661","75263","2018-05-12 21:56:31.940974"
"postMessage","21.52,23.46","9738","28625","2018-05-12 21:56:31.991381"
"getMessages","9.55,22.46","7770","8936","2018-05-12 21:56:32.041705"
"getComments","12.45,12.47","9170","20814","2018-05-12 21:56:32.092080"
"getMessages","3.58,31.48","3422","60565","2018-05-12 21:56:32.142452"
"postMessage","23.07,15.81","443","34395","2018-05-12 21:56:32.192794"
"getMessages","10.88,25.74","261","66451","2018-05-12 21:56:32.243142"
"getMessages","17.97,27.16","5728","16906","2018-05-12 21:56:32.293502"
"getFeed","10.60,24.16","3277","14583","2018-05-12 21:56:32.343878"
"postMessage","23.28,27.60","3957","6402","2018-05-12 21:56:32.394195"
"getMessages","1.58,11.90","8768","78481","2018-05-12 21:56:32.444532"
"getMessages","13.03,29.78","71","73680","2018-05-12 21:56:32.494874"
"postComment","7.44,14.72","7374","91889","2018-05-12 21:56:32.545263"
"getMessages","22.02,20.83","1820","24991","2018-05-12 21:56:32.595582"
"getMessages","31.69,26.16","4949","42964","2018-05-12 21:56:32.645916"
"getFeed","7.00,29.94","5683","60542","2018-05-12 21:56:32.696253"
"getMessages","17.87,2.64","6612","39470","2018-05-12 21:56:32.746590"
"postMessage","22.24,31.75","7978","73423","2018-05-12 21:56:32.796959"
"getComments","9.86,12.16","4556","67329","2018-05-12 21:56:32.847278"
"getMessages","17.14,21.16","9324","59692","2018-05-12 21:56:32.897645"
"postComment","28.99,30.47","2005","28656","2018-05-12 21:56:32.948009"
"getMessages","11.84,19.82","6022","65041","2018-05-12 21:56:32.998333"
"getMessages","10.30,31.98","3717","12324","2018-05-12 21:56:33.048675"
"getFeed","9.44,23.14","3201","39569","2018-05-12 21:56:33.099037"
"getMessages","27.94,22.66","6205","31517","2018-05-12 21:56:33.149368"
"getMessages","12.35,4.63","7734","4650","2018-05-12 21:56:33.199736"
"getFeed","2.68,31.28","3106","1135","2018-05-12 21:56:33.250093"
"postComment","22.53,11.56","6332","82587","2018-05-12 21:56:33.300422"
"getFeed","13.10,11.66","1280","16643","2018-05-12 21:56:33.350734"
"postMessage","19.84,9.17","1530","68833","2018-05-12 21:56:33.401083"
"getMessages","17.31,10.21","5883","93972","2018-05-12 21:56:33.451426"
"getMessages","10.81,5.88","1407","28135","2018-05-12 21:56:33.501756"
"getMessages","9.24,1.12","4462","29758","2018-05-12 21:56:33.552101"
"getComments","5.20,25.32","3670","64375","2018-05-12 21:56:33.602441"
"postMessage","3.34,10.56","5415","68817","2018-05-12 21:56:33.652768"
"postComment","29.54,9.18","6871","5624","2018-05-12 21:56:33.703123"
"getHot","3.97,2.26","9062","65100","2018-05-12 21:56:33.753497"
"postMessage","23.36,24.27","857","85486","2018-05-12 21:56:33.803907"
"getComments","32.01,24.94","3033","45687","2018-05-12 21:56:33.854266"
"getMessages","19.57,9.27","3169","69084","2018-05-12 21:56:33.904637"
"getMessages","12.71,22.10","7100","30790","2018-05-12 21:56:33.954951"
"getMessages","22.44,29.50","4886","95298","2018-05-12 21:56:34.005288"
"postMessage","15.66,30.21","4459","60357","2018-05-12 21:56:34.055613"
"postMessage","30.00,9.31","3608","40452","2018-05-12 21:56:34.105945"
"getFeed","29.29,32.82","7719","77315","2018-05-12 21:56:34.156276"
"getMessages","32.88,32.66","1698","49514","2018-05-12 21:56:34.206605"
"getFeed","11.03,26.52","9219","89890","2018-05-12 21:56:34.256922"
"getMessages","16.99,27.74","6889","30632","2018-05-12 21:56:34.307242"
"getMessages","26.65,16.36","2138","15870","2018-05-12 21:56:34.357609"
"getMessages","22.83,29.33","649","93854","2018-05-12 21:56:34.408005"
"getComments","10.61,19.83","7820","36116","2018-05-12 21:56:34.458403"
"getFeed","26.46,15.20","2579","6705","2018-05-12 21:56:34.508761"
"postMessage","1.95,19.43","2140","73081","2018-05-12 21:56:34.559077"
"postMessage","17.79,2.84","143","41851","2018-05-12 21:56:34.609397"
"getMessages","8.19,24.23","9317","10796","2018-05-12 21:56:34.659684"
"getHot","21.41,7.57","5680","74797","2018-05-12 21:56:34.710014"
"postMessage","1.35,29.75","9628","99942","2018-05-12 21:56:34.760341"
"getMessages","25.11,24.79","6643","79813","2018-05-12 21:56:34.810657"
"getComments","15.74,26.67","7596","60274","2018-05-12 21:56:34.860993"
"getComments","28.04,8.62","5281","12019","2018-05-12 21:56:34.911269"
"getMessages","23.43,4.50","1893","64974","2018-05-12 21:56:34.961586"
"postMessage","7.54,32.43","171","69353","2018-05-12 21:56:35.011902"
"getMessages","28.20,30.29","5661","79107","2018-05-12 21:56:35.062258"
"getMessages","2.04,3.38","9473","3920","2018-05-12 21:56:35.112643"
"getMessages","21.69,11.78","3578","18709","2018-05-12 21:56:35.162981"
"postMessage","9.85,1.19","631","9323","2018-05-12 21:56:35.213316"
"getMessages","19.08,12.40","6685","88528","2018-05-12 21:56:35.263742"
"getHot","10.66,9.09","2148","50608","2018-05-12 21:56:35.314075"
"getComments","19.90,30.61","4648","49449","2018-05-12 21:56:35.364389"
"getMessages","8.40,3.58","2532","96727","2018-05-12 21:56:35.414690"
"postComment","14.18,23.66","1498","6731","2018-05-12 21:56:35.465011"
"getMessages","14.44,15.64","2012","15297","2018-05-12 21:56:35.515373"
"getMessages","18.52,19.28","9771","44363","2018-05-12 21:56:35.565755"
"getMessages","7.25,18.28","1323","59378","2018-05-12 21:56:35.616158"
"getMessages","20.29,8.81","8255","80916","2018-05-12 21:56:35.666508"
"getMessages","1.67,11.64","184","81737","2018-05-12 21:56:35.716835"
"getMessages","15.06,26.48","1744","53789","2018-05-12 21:56:35.767185"
"postMessage","28.26,16.17","8397","29738","2018-05-12 21:56:35.817507"
"getMessages","20.97,4.36","8088","34973","2018-05-12 21:56:35.867827"
"getComments","29.86,16.74","2689","71345","2018-05-12 21:56:35.918118"
"getMessages","18.20,8.78","9547","5406","2018-05-12 21:56:35.968539"
"getComments","13.31,21.88","5059","5105","2018-05-12 21:56:36.018854"
"getMessages","14.03,10.77","9927","75228","2018-05-12 21:56:36.069159"
"getFeed","25.17,24.38","7364","75137","2018-05-12 21:56:36.119503"
"getMessages","9.22,5.42","5082","80697","2018-05-12 21:56:36.169882"
"getMessages","11.12,32.84","3542","31391","2018-05-12 21:56:36.220223"
"getMessages","14.90,9.98","4626","4858","2018-05-12 21:56:36.270584"
"getFeed","27.90,25.92","8698","1454","2018-05-12 21:56:36.320901"
"getFeed","11.05,15.58","836","42097","2018-05-12 21:56:36.371218"
"getMessages","23.66,24.58","833","99744","2018-05-12 21:56:36.421570"
"postMessage","29.95,20.62","877","46381","2018-05-12 21:56:36.471922"
"getMessages","10.25,13.05","8614","94185","2018-05-12 21:56:36.522267"
"postMessage","5.12,11.75","9522","99667","2018-05-12 21:56:36.572577"
"getHot","6.38,10.75","5003","38348","2018-05-12 21:56:36.622896"
"getMessages","12.82,27.63","1757","6636","2018-05-12 21:56:36.673188"
"getMessages","14.76,31.55","715","78486","2018-05-12 21:56:36.723480"
"postMessage","7.54,18.75","5413","47856","2018-05-12 21:56:36.773825"
"postComment","26.79,14.26","6563","66072","2018-05-12 21:56:36.824149"
"postComment","30.65,8.32","8648","48743","2018-05-12 21:56:36.874474"
"postComment","2.48,13.89","9850","82062","2018-05-12 21:56:36.924784"
"getMessages","19.59,7.99","5236","28469","2018-05-12 21:56:36.975121"
"getFeed","32.74,10.93","3821","30098","2018-05-12 21:56:37.025501"
"getMessages","19.59,29.93","5724","44238","2018-05-12 21:56:37.075870"
"getMessages","1.01,12.27","5599","41163","2018-05-12 21:56:37.126188"
"getMessages","30.83,16.28","4330","26660","2018-05-12 21:56:37.176507"
"getFeed","30.84,14.59","5412","9185","2018-05-12 21:56:37.226824"
"postMessage","2.17,15.27","4744","77926","2018-05-12 21:56:37.277148"
"postMessage","19.99,15.70","6253","89226","2018-05-12 21:56:37.327526"
"postComment","3.31,26.61","5433","37287","2018-05-12 21:56:37.377946"
"postMessage","5.45,19.25","4923","46860","2018-05-12 21:56:37.428265"
"getMessages","31.31,9.66","235","46406","2018-05-12 21:56:37.478624"
"getMessages","32.29,3.98","209","21401","2018-05-12 21:56:37.528990"
"postMessage","6.90,25.77","8951","9951","2018-05-12 21:56:37.579272"
"getFeed","2.40,3.62","9203","86971","2018-05-12 21:56:37.629595"
"postMessage","26.88,22.03","2450","73357","2018-05-12 21:56:37.679942"
"postMessage","21.40,21.95","6951","25964","2018-05-12 21:56:37.730313"
"getComments","29.64,9.64","2021","27780","2018-05-12 21:56:37.780648"
"getMessages","24.56,20.24","9354","50271","2018-05-12 21:56:37.830999"
"getMessages","17.02,32.72","8502","19497","2018-05-12 21:56:37.881322"
"getHot","19.95,5.50","8359","19888","2018-05-12 21:56:37.931647"
"getMessages","2.00,30.91","2002","57270","2018-05-12 21:56:37.982031"
"getMessages","21.70,7.97","2067","41986","2018-05-12 21:56:38.032368"
"postMessage","26.54,5.97","9361","21156","2018-05-12 21:56:38.082867"
"postMessage","30.10,8.05","6741","37638","2018-05-12 21:56:38.133235"
"getMessages","26.80,15.33","2094","44150","2018-05-12 21:56:38.183555"
"getComments","24.57,8.51","7014","94515","2018-05-12 21:56:38.233973"
"getMessages","4.26,16.13","5897","15652","2018-05-12 21:56:38.284297"
"getMessages","16.47,9.03","5751","63829","2018-05-12 21:56:38.334625"
"getComments","15.84,21.94","346","80355","2018-05-12 21:56:38.384952"
"getHot","3.47,26.76","7032","45134","2018-05-12 21:56:38.435263"
"postMessage","19.41,6.69","6309","14856","2018-05-12 21:56:38.485630"
"postMessage","3.36,22.40","8312","5560","2018-05-12 21:56:38.535961"
"getMessages","30.41,32.16","2359","64585","2018-05-12 21:56:38.586640"
"getMessages","15.91,31.54","7499","1678","2018-05-12 21:56:38.637011"
"getMessages","5.12,8.25","235","94131","2018-05-12 21:56:38.687388"
"getMessages","23.18,16.48","4558","7150","2018-05-12 21:56:38.737761"
"postMessage","8.16,18.11","2970","54441","2018-05-12 21:56:38.788150"
"getMessages","28.72,28.04","8218","65160","2018-05-12 21:56:38.838497"
"getHot","19.78,4.43","1006","74353","2018-05-12 21:56:38.888819"
"getMessages","9.38,31.27","1580","50565","2018-05-12 21:56:38.939219"
"getMessages","19.42,24.43","8535","91894","2018-05-12 21:56:38.989594"
"getMessages","13.88,4.93","7803","46356","2018-05-12 21:56:39.039939"
"getMessages","2.81,26.22","2646","64341","2018-05-12 21:56:39.090257"
"getComments","5.58,3.55","8593","46401","2018-05-12 21:56:39.140600"
"postMessage","25.40,5.29","5182","68467","2018-05-12 21:56:39.190949"
"getMessages","23.41,20.22","6145","40408","2018-05-12 21:56:39.241287"
"postMessage","23.02,28.77","3147","71043","2018-05-12 21:56:39.291599"
"postMessage","28.64,19.02","1297","78269","2018-05-12 21:56:39.341979"
"getMessages","30.59,29.54","5353","46046","2018-05-12 21:56:39.392334"
"getMessages","10.77,31.76","5339","95646","2018-05-12 21:56:39.442710"
"postMessage","24.29,16.33","3208","69560","2018-05-12 21:56:39.493095"
"postMessage","25.73,13.49","5559","78216","2018-05-12 21:56:39.543435"
"postComment","15.85,15.21","6713","81091","2018-05-12 21:56:39.593759"
"getMessages","16.46,27.08","3356","94467","2018-05-12 21:56:39.644140"
"getMessages","1.61,18.24","4524","38223","2018-05-12 21:56:39.694468"
"getMessages","1.93,6.85","9245","64232","2018-05-12 21:56:39.744803"
"getMessages","15.31,12.50","2660","96380","2018-05-12 21:56:39.795119"
"getComments","6.42,7.26","7775","46637","2018-05-12 21:56:39.845542"
"getComments","30.19,12.03","8564","3266","2018-05-12 21:56:39.895945"
"postComment","5.49,18.41","3935","42978","2018-05-12 21:56:39.946334"
"getMessages","25.36,8.58","6205","82645","2018-05-12 21:56:39.996739"
"getMessages","25.09,23.96","6130","28873","2018-05-12 21:56:40.047154"
"getMessages","23.64,9.00","7613","33638","2018-05-12 21:56:40.097520"
"getMessages","6.78,21.23","25","76209","2018-05-12 21:56:40.147905"
"getMessages","13.94,3.70","1317","22548","2018-05-12 21:56:40.198286"
"postMessage","29.10,17.35","3769","91789","2018-05-12 21:56:40.248622"
"getMessages","26.27,11.39","6767","17212","2018-05-12 21:56:40.298941"
"postMessage","21.53,14.44","2153","71278","2018-05-12 21:56:40.349260"
"postMessage","9.52,3.31","1883","85624","2018-05-12 21:56:40.399586"
"getHot","21.07,29.93","8774","13467","2018-05-12 21:56:40.449946"
"getMessages","7.17,29.99","5324","75814","2018-05-12 21:56:40.500257"
"postMessage","21.15,10.42","7706","36434","2018-05-12 21:56:40.550651"
"getFeed","7.38,10.05","7703","1290","2018-05-12 21:56:40.600980"
"getMessages","20.79,4.52","6879","51123","2018-05-12 21:56:40.651300"
"getMessages","24.79,3.67","6666","26877","2018-05-12 21:56:40.701652"
"postMessage","21.18,16.87","397","8132","2018-05-12 21:56:40.751997"
"getMessages","20.13,19.68","6000","83624","2018-05-12 21:56:40.802310"
"getHot","17.06,5.06","4934","17627","2018-05-12 21:56:40.852648"
"getMessages","7.87,21.64","4944","32767","2018-05-12 21:56:40.903025"
"getFeed","24.41,9.08","764","47589","2018-05-12 21:56:40.953350"
"getComments","15.71,17.74","5431","30540","2018-05-12 21:56:41.003707"
"postComment","30.62,15.37","8439","64617","2018-05-12 21:56:41.054037"
"postMessage","10.68,7.17","1251","60358","2018-05-12 21:56:41.104317"
"getMessages","6.80,17.31","6663","33606","2018-05-12 21:56:41.154656"
"getMessages","25.34,23.62","6151","9776","2018-05-12 21:56:41.205031"
"getHot","17.94,25.31","1524","55475","2018-05-12 21:56:41.255355"
"getMessages","21.62,12.00","4355","36348","2018-05-12 21:56:41.305690"
"getMessages","13.16,5.57","8445","10659","2018-05-12 21:56:41.356054"
"getMessages","14.57,19.78","2997","68698","2018-05-12 21:56:41.406460"
"getComments","3.21,23.22","9080","1813","2018-05-12 21:56:41.456770"
"getMessages","1.34,1.78","8486","47406","2018-05-12 21:56:41.507115"
"postMessage","30.61,5.14","3659","76913","2018-05-12 21:56:41.557478"
"getMessages","5.14,11.41","3720","18634","2018-05-12 21:56:41.607874"
"getMessages","4.46,12.44","6931","76472","2018-05-12 21:56:41.658228"
"postMessage","30.40,17.62","6002","38047","2018-05-12 21:56:41.708551"
"getHot","20.22,12.61","630","34976","2018-05-12 21:56:41.759482"
"getFeed","5.62,14.44","6273","52674","2018-05-12 21:56:41.809888"
"postMessage","26.00,28.84","8575","91733","2018-05-12 21:56:41.860211"
"postMessage","22.79,11.67","5582","7011","2018-05-12 21:56:41.910586"
"getMessages","4.28,23.17","4109","52727","2018-05-12 21:56:41.960950"
"getComments","16.02,16.15","8218","51676","2018-05-12 21:56:42.011277"
"getMessages","7.25,18.31","6475","19942","2018-05-12 21:56:42.061588"
"getMessages","23.96,19.19","1862","41059","2018-05-12 21:56:42.111902"
"postMessage","4.90,11.44","601","7874","2018-05-12 21:56:42.162216"
"getMessages","10.49,6.42","6811","95449","2018-05-12 21:56:42.212553"
"getMessages","10.01,1.13","271","55227","2018-05-12 21:56:42.262948"
"getHot","4.13,30.01","1772","386","2018-05-12 21:56:42.313339"
"getMessages","20.42,4.91","3068","20072","2018-05-12 21:56:42.363722"
"postMessage","32.13,1.82","2382","4165","2018-05-12 21:56:42.414106"
"getHot","28.81,8.87","7364","558","2018-05-12 21:56:42.464426"
"postMessage","8.03,15.07","3505","65194","2018-05-12 21:56:42.514754"
"getComments","1.23,1.02","9508","32896","2018-05-12 21:56:42.565086"
"getFeed","17.43,4.67","9957","76115","2018-05-12 21:56:42.615449"
"getComments","12.14,30.61","8150","66137","2018-05-12 21:56:42.665860"
"getMessages","30.82,16.90","2928","51016","2018-05-12 21:56:42.716184"
"getMessages","12.89,15.74","5653","36212","2018-05-12 21:56:42.766523"
"getMessages","32.77,13.97","4120","62442","2018-05-12 21:56:42.816851"
"getMessages","9.84,21.80","5427","68042","2018-05-12 21:56:42.867190"
"getComments","32.98,15.93","8707","59738","2018-05-12 21:56:42.917576"
"getMessages","2.20,30.01","3148","92175","2018-05-12 21:56:42.967859"
"getHot","8.64,12.79","8664","15807","2018-05-12 21:56:43.018226"
"getMessages","14.34,11.78","5553","42656","2018-05-12 21:56:43.068583"
"getMessages","22.65,21.33","7513","2538","2018-05-12 21:56:43.118973"
"getMessages","11.27,24.08","4738","70532","2018-05-12 21:56:43.169371"
"getComments","7.00,5.64","1257","38839","2018-05-12 21:56:43.219732"
"getMessages","5.68,9.72","355","48518","2018-05-12 21:56:43.270111"
"postMessage","13.49,28.95","2954","8008","2018-05-12 21:56:43.320485"
"postComment","16.32,30.81","4616","23391","2018-05-12 21:56:43.370851"
"getMessages","18.43,8.85","5271","47076","2018-05-12 21:56:43.421206"
"getMessages","14.20,22.86","3197","19673","2018-05-12 21:56:43.471566"
"getMessages","5.12,20.98","837","93735","2018-05-12 21:56:43.521926"
